Date,Ticker,Adjusted Close,Return,Volatility,RSI,SMA_100,Lower Band,Support,Year,Month,Day,Day_of_Week,Predicted_Action
2024-10-25,VLTO,104.06,-0.016353184,0.013462591,27.573065,105.65168,106.58362,104.06,2024,10,25,4,short
2024-10-25,VMC,256.51,0.0014445034,0.012419519,76.56701,248.457,234.14374,231.83,2024,10,25,4,sell
2024-10-25,VRSK,264.7,-0.0010189419,0.01179268,47.92366,269.29446,262.87982,264.25,2024,10,25,4,short
2024-10-25,VRSN,181.28,-0.020743283,0.009473361,39.56787,181.4048,183.02357,178.83,2024,10,25,4,short
2024-10-25,VRTX,477.69,0.012248095,0.014698637,66.62474,478.2531,447.05276,448.6,2024,10,25,4,hold
2024-10-25,VST,124.05,-0.012183459,0.035908915,42.516586,93.45232,118.29928,73.52516,2024,10,25,4,short
2024-10-25,VTR,64.94,-0.015463867,0.011038232,62.236286,57.622787,61.340725,58.000137,2024,10,25,4,sell
2024-10-25,VTRS,11.45,-0.0026132173,0.012576299,54.347816,11.279952,11.204973,11.13,2024,10,25,4,short
2024-10-25,VZ,41.38,-0.011466783,0.015611905,37.661064,41.15628,41.55398,39.985798,2024,10,25,4,buy
2024-10-25,WAB,188.68,-0.002115555,0.008505472,68.59223,167.82205,178.6528,159.31,2024,10,25,4,sell
2024-10-25,WAT,324.7,-0.007943708,0.0117079085,29.5425,324.8514,328.36856,322.08,2024,10,25,4,buy
2024-10-25,WBA,9.26,-0.008565302,0.047146518,53.876743,10.836898,7.87863,8.25,2024,10,25,4,short
2024-10-25,WBD,7.59,0.009308534,0.02057744,46.19884,7.7465,7.2546754,6.94,2024,10,25,4,hold
2024-10-25,WDC,69.455,0.047270842,0.016769568,62.361614,68.538246,64.21052,60.77,2024,10,25,4,sell
2024-10-25,WEC,97.17,-0.016597504,0.009137021,63.937443,88.20818,92.98872,89.53,2024,10,25,4,short
2024-10-25,WELL,130.19,-0.014010837,0.010091555,67.10985,116.29997,122.30771,115.54,2024,10,25,4,short
2024-10-25,WFC,64.52,-0.013908049,0.01668865,85.38458,57.404346,52.755455,51.57,2024,10,25,4,sell
2024-10-25,WM,206.8,-0.010100046,0.008234818,53.687008,208.08847,205.17043,201.88,2024,10,25,4,short
2024-10-25,WMB,52.51,-0.0020904716,0.010938539,74.35454,44.510677,46.091816,43.665115,2024,10,25,4,sell
2024-10-25,WMT,82.51,-0.0063824514,0.009949482,68.88153,73.74451,78.79104,73.45,2024,10,25,4,sell
2024-10-25,WRB,58.17,-0.019221095,0.016858371,58.35805,55.81846,55.853184,56.39,2024,10,25,4,short
2024-10-25,WST,307.92,-0.068743326,0.039990086,58.923107,307.49084,274.32886,286.4,2024,10,25,4,short
2024-10-25,WTW,290.41,-0.00041302142,0.011472351,54.474884,277.69537,286.15765,279.57785,2024,10,25,4,buy
2024-10-25,WY,31.785,-0.010737666,0.012681612,40.465557,30.693594,31.56532,29.713804,2024,10,25,4,short
2024-10-25,WYNN,97.98,0.00081717904,0.025392082,29.608149,85.90649,94.823746,75.3,2024,10,25,4,buy
2024-10-25,XEL,64.46,-0.009983129,0.009219271,60.0,58.887077,61.822853,59.40605,2024,10,25,4,short
2024-10-25,XOM,119.51,-0.0006689038,0.013492374,25.460638,115.6405,117.30318,109.72,2024,10,25,4,buy
2024-10-25,XYL,130.41,-0.0018368943,0.009296871,39.056873,134.41891,129.94153,126.71,2024,10,25,4,sell
2024-10-25,YUM,133.04,-0.0009012494,0.006857512,34.395523,133.44423,130.66417,129.71,2024,10,25,4,hold
2024-10-25,ZBH,102.33,-0.016057674,0.010610492,50.197327,107.9697,101.30882,101.77,2024,10,25,4,short
2024-10-25,ZBRA,359.97,-0.005745026,0.009788107,43.769238,336.8905,359.82355,320.77,2024,10,25,4,sell
2024-10-25,ZTS,179.91,-0.008760311,0.01257613,36.496883,183.3149,182.27017,179.91,2024,10,25,4,buy
